DATE,YEAR,MONTH,WEEK,SEASON,SNOW_WC,SNOW_MELT,SNOW_PACK,TEMP_MAX,TEMP_MIN,TEMP_AVERAGE
4/2/2022,2022,Apr,13,Spring,15.9,0.0,0,67,39,53
4/3/2022,2022,Apr,13,Spring,15.4,0.5,0,71,37,54
4/4/2022,2022,Apr,13,Spring,14.9,0.5,0,68,41,54.5
4/5/2022,2022,Apr,13,Spring,14.5,0.4,0,63,43,53
4/6/2022,2022,Apr,13,Spring,14.4,0.1,0,69,34,51.5
4/7/2022,2022,Apr,14,Spring,13.8,0.6,0,79,40,59.5
4/8/2022,2022,Apr,14,Spring,13.1,0.7,0,78,43,60.5
4/9/2022,2022,Apr,14,Spring,12.8,0.3,0,60,41,50.5
4/9/2022,2022,Apr,14,Spring,12.8,0.0,0,60,41,50.5
4/10/2022,2022,Apr,14,Spring,12.8,0.0,0,62,33,47.5
4/11/2022,2022,Apr,14,Spring,12.3,0.5,0,53,31,42
4/12/2022,2022,Apr,14,Spring,12.2,0.1,0,46,26,36
4/13/2022,2022,Apr,15,Spring,12.2,0.0,0,55,33,44
4/14/2022,2022,Apr,15,Spring,12.2,0.0,0,58,37,47.5
4/15/2022,2022,Apr,15,Spring,12.0,0.2,0,63,42,52.5
4/16/2022,2022,Apr,15,Spring,12.2,0.0,0.2,61,43,52
4/17/2022,2022,Apr,15,Spring,13.3,0.0,1.1,72,34,53
4/18/2022,2022,Apr,15,Spring,13.4,0.0,0.1,70,33,51.5
4/19/2022,2022,Apr,15,Spring,12.7,0.7,0,58,39,48.5
4/20/2022,2022,Apr,16,Spring,13.2,0.0,0.5,64,32,48
4/21/2022,2022,Apr,16,Spring,12.7,0.5,0,51,39,45
4/22/2022,2022,Apr,16,Spring,14.0,0.0,1.3,55,37,46
4/23/2022,2022,Apr,16,Spring,13.9,0.1,0,61,33,47
4/24/2022,2022,Apr,16,Spring,13.7,0.2,0,68,35,51.5
4/25/2022,2022,Apr,16,Spring,13.8,0.0,0.1,74,39,56.5
4/26/2022,2022,Apr,16,Spring,13.6,0.2,0,71,48,59.5
4/27/2022,2022,Apr,17,Spring,13.4,0.2,0,71,40,55.5
4/28/2022,2022,Apr,17,Spring,13.4,0.0,0,60,43,51.5
4/29/2022,2022,Apr,17,Spring,13.8,0.0,0.4,70,35,52.5
4/30/2022,2022,Apr,17,Spring,12.2,1.6,0,71,42,56.5
5/1/2022,2022,May,17,Spring,11.5,0.7,0,63,41,52
5/2/2022,2022,May,17,Spring,11.1,0.4,0,69,38,53.5
5/3/2022,2022,May,17,Spring,10.9,0.2,0,66,35,50.5
5/4/2022,2022,May,18,Spring,9.3,1.6,0,79,42,60.5
5/5/2022,2022,May,18,Spring,7.8,1.5,0,75,53,64
5/6/2022,2022,May,18,Spring,6.8,1.0,0,75,50,62.5
5/7/2022,2022,May,18,Spring,5.9,0.9,0,68,48,58
5/8/2022,2022,May,18,Spring,4.4,1.5,0,52,33,42.5
5/9/2022,2022,May,18,Spring,4.7,0.0,0.3,46,34,40
5/10/2022,2022,May,18,Spring,5.2,0.0,0.5,49,31,40
3/10/2023,2023,Mar,19,Spring,37.8,0.0,32.6,53,37,45
3/11/2023,2023,Mar,19,Spring,38.6,0.0,0.8,46,33,39.5
3/12/2023,2023,Mar,19,Spring,40.5,0.0,1.9,53,35,44
3/13/2023,2023,Mar,19,Spring,40.8,0.0,0.3,58,40,49
3/14/2023,2023,Mar,19,Spring,41.2,0.0,0.4,61,42,51.5
3/15/2023,2023,Mar,19,Spring,41.8,0.0,0.6,52,34,43
3/16/2023,2023,Mar,19,Spring,41.8,0.0,0,50,30,40
3/17/2023,2023,Mar,20,Spring,41.9,0.0,0.1,54,27,40.5
3/18/2023,2023,Mar,20,Spring,41.8,0.1,0,60,29,44.5
3/19/2023,2023,Mar,20,Spring,41.8,0.0,0,48,40,44
3/20/2023,2023,Mar,20,Spring,42.4,0.0,0.6,54,35,44.5
3/21/2023,2023,Mar,20,Spring,42.4,0.0,0,39,30,34.5
3/22/2023,2023,Mar,20,Spring,42.7,0.0,0.3,51,30,40.5
3/23/2023,2023,Mar,20,Spring,42.8,0.0,0.1,50,32,41
3/24/2023,2023,Mar,21,Spring,42.9,0.0,0.1,46,30,38
3/25/2023,2023,Mar,21,Spring,42.9,0.0,0,46,28,37
3/26/2023,2023,Mar,21,Spring,43.3,0.0,0.4,43,26,34.5
3/27/2023,2023,Mar,21,Spring,43.4,0.0,0.1,54,22,38
3/28/2023,2023,Mar,21,Spring,43.4,0.0,0,55,34,44.5
3/29/2023,2023,Mar,21,Spring,44.4,0.0,1,45,29,37
3/30/2023,2023,Mar,21,Spring,44.6,0.0,0.2,52,29,40.5
3/31/2023,2023,Mar,22,Spring,44.6,0.0,0,57,28,42.5
4/1/2023,2023,Apr,22,Spring,44.6,0.0,0,58,33,45.5
4/2/2023,2023,Apr,22,Spring,44.7,0.0,0.1,57,33,45
4/3/2023,2023,Apr,22,Spring,45.0,0.0,0.3,39,24,31.5
4/4/2023,2023,Apr,22,Spring,45.2,0.0,0.2,43,25,34
4/5/2023,2023,Apr,22,Spring,45.2,0.0,0,52,27,39.5
4/6/2023,2023,Apr,22,Spring,45.2,0.0,0,65,31,48
4/7/2023,2023,Apr,23,Spring,45.2,0.0,0,55,43,49
4/8/2023,2023,Apr,23,Spring,45.4,0.0,0.2,67,38,52.5
4/9/2023,2023,Apr,23,Spring,45.4,0.0,0,77,39,58
4/9/2023,2023,Apr,23,Spring,45.4,0.0,0,77,39,58
4/10/2023,2023,Apr,23,Spring,45.2,0.2,0,79,44,61.5
4/11/2023,2023,Apr,23,Spring,45.1,0.1,0,70,49,59.5
4/12/2023,2023,Apr,23,Spring,44.8,0.3,0,67,37,52
4/13/2023,2023,Apr,24,Spring,44.9,0.0,0.1,54,32,43
4/14/2023,2023,Apr,24,Spring,44.9,0.0,0,64,30,47
4/15/2023,2023,Apr,24,Spring,44.7,0.2,0,72,34,53
4/16/2023,2023,Apr,24,Spring,44.2,0.5,0,70,42,56
4/17/2023,2023,Apr,24,Spring,44.0,0.2,0,60,37,48.5
4/18/2023,2023,Apr,24,Spring,43.9,0.1,0,47,30,38.5
4/19/2023,2023,Apr,24,Spring,44.2,0.0,0.3,55,27,41
4/20/2023,2023,Apr,25,Spring,44.5,0.0,0.3,66,33,49.5
4/21/2023,2023,Apr,25,Spring,44.3,0.2,0,69,44,56.5
4/22/2023,2023,Apr,25,Spring,44.0,0.3,0,70,43,56.5
4/23/2023,2023,Apr,25,Spring,43.4,0.6,0,72,45,58.5
4/24/2023,2023,Apr,25,Spring,42.8,0.6,0,72,43,57.5
4/25/2023,2023,Apr,25,Spring,42.5,0.3,0,69,40,54.5
4/26/2023,2023,Apr,25,Spring,41.8,0.7,0,76,41,58.5
4/27/2023,2023,Apr,26,Spring,41.4,0.4,0,83,45,64
4/28/2023,2023,Apr,26,Spring,40.5,0.9,0,86,47,66.5
4/29/2023,2023,Apr,26,Spring,39.6,0.9,0,86,52,69
4/30/2023,2023,Apr,26,Spring,37.1,2.5,0,80,49,64.5
5/1/2023,2023,May,26,Spring,35.5,1.6,0,70,39,54.5
5/2/2023,2023,May,26,Spring,34.9,0.6,0,49,34,41.5
5/3/2023,2023,May,26,Spring,35.5,0.0,0.6,62,33,47.5
5/4/2023,2023,May,27,Spring,35.7,0.0,0.2,61,41,51
5/5/2023,2023,May,27,Spring,36.2,0.0,0.5,57,44,50.5
5/6/2023,2023,May,27,Spring,36.4,0.0,0.2,58,43,50.5
5/7/2023,2023,May,27,Spring,36.5,0.0,0.1,61,37,49
5/8/2023,2023,May,27,Spring,36.3,0.2,0,62,39,50.5
5/9/2023,2023,May,27,Spring,36.2,0.1,0,64,36,50
5/9/2023,2023,May,27,Spring,36.2,0.0,0,64,36,50
5/10/2023,2023,May,28,Spring,35.8,0.4,0,67,41,54
3/10/2024,2024,Mar,28,Spring,19.8,16.0,0,60,34,47
3/11/2024,2024,Mar,28,Spring,19.9,0.0,0.1,58,39,48.5
3/12/2024,2024,Mar,28,Spring,19.8,0.1,0,54,40,47
3/13/2024,2024,Mar,28,Spring,19.9,0.0,0.1,51,36,43.5
3/14/2024,2024,Mar,28,Spring,19.8,0.1,0,52,28,40
3/15/2024,2024,Mar,28,Spring,19.9,0.0,0.1,57,31,44
3/16/2024,2024,Mar,29,Spring,19.8,0.1,0,63,31,47
3/17/2024,2024,Mar,29,Spring,19.7,0.1,0,65,31,48
3/18/2024,2024,Mar,29,Spring,19.6,0.1,0,69,34,51.5
3/19/2024,2024,Mar,29,Spring,19.5,0.1,0,73,38,55.5
3/20/2024,2024,Mar,29,Spring,19.3,0.2,0,70,39,54.5
3/21/2024,2024,Mar,29,Spring,19.0,0.3,0,69,42,55.5
3/22/2024,2024,Mar,29,Spring,18.6,0.4,0,67,43,55
3/23/2024,2024,Mar,30,Spring,19.1,0.0,0.5,52,36,44
3/24/2024,2024,Mar,30,Spring,19.0,0.1,0,50,35,42.5
3/25/2024,2024,Mar,30,Spring,19.0,0.0,0,56,29,42.5
3/26/2024,2024,Mar,30,Spring,18.9,0.1,0,60,36,48
3/27/2024,2024,Mar,30,Spring,18.8,0.1,0,61,35,48
3/28/2024,2024,Mar,30,Spring,19.2,0.0,0.4,52,35,43.5
3/29/2024,2024,Mar,30,Spring,19.4,0.0,0.2,49,33,41
3/30/2024,2024,Mar,31,Spring,19.9,0.0,0.5,45,33,39
3/31/2024,2024,Mar,31,Spring,21.1,0.0,1.2,50,32,41
4/1/2024,2024,Apr,31,Spring,21.3,0.0,0.2,59,28,43.5
4/2/2024,2024,Apr,31,Spring,21.3,0.0,0,73,35,54
4/3/2024,2024,Apr,31,Spring,21.1,0.2,0,72,42,57
4/4/2024,2024,Apr,31,Spring,21.3,0.0,0.2,52,32,42
4/5/2024,2024,Apr,31,Spring,21.4,0.0,0.1,41,27,34
4/6/2024,2024,Apr,32,Spring,21.7,0.0,0.3,51,26,38.5
4/7/2024,2024,Apr,32,Spring,21.8,0.0,0.1,50,30,40
4/8/2024,2024,Apr,32,Spring,21.8,0.0,0,56,30,43
4/9/2024,2024,Apr,32,Spring,21.8,0.0,0,70,33,51.5
4/9/2024,2024,Apr,32,Spring,21.8,0.0,0,70,33,51.5
4/10/2024,2024,Apr,32,Spring,21.6,0.2,0,74,41,57.5
4/11/2024,2024,Apr,32,Spring,21.4,0.2,0,78,42,60
4/12/2024,2024,Apr,33,Spring,21.1,0.3,0,74,44,59
4/13/2024,2024,Apr,33,Spring,20.8,0.3,0,69,38,53.5
4/14/2024,2024,Apr,33,Spring,20.8,0.0,0,56,38,47
4/15/2024,2024,Apr,33,Spring,20.9,0.0,0.1,64,41,52.5
4/16/2024,2024,Apr,33,Spring,20.9,0.0,0,75,39,57
4/17/2024,2024,Apr,33,Spring,20.6,0.3,0,72,42,57
4/18/2024,2024,Apr,33,Spring,20.3,0.3,0,70,41,55.5
4/19/2024,2024,Apr,34,Spring,19.5,0.8,0,77,50,63.5
4/20/2024,2024,Apr,34,Spring,19.1,0.4,0,78,46,62
4/21/2024,2024,Apr,34,Spring,18.6,0.5,0,83,46,64.5
4/22/2024,2024,Apr,34,Spring,17.9,0.7,0,81,48,64.5
4/23/2024,2024,Apr,34,Spring,16.9,1.0,0,74,54,64
4/24/2024,2024,Apr,34,Spring,17.0,0.0,0.1,73,46,59.5
4/25/2024,2024,Apr,34,Spring,16.4,0.6,0,68,48,58
4/26/2024,2024,Apr,35,Spring,15.4,1.0,0,54,42,48
4/27/2024,2024,Apr,35,Spring,15.8,0.0,0.4,67,38,52.5
4/28/2024,2024,Apr,35,Spring,16.1,0.0,0.3,71,43,57
4/29/2024,2024,Apr,35,Spring,15.5,0.6,0,70,41,55.5
4/30/2024,2024,Apr,35,Spring,15.1,0.4,0,72,38,55
5/1/2024,2024,May,35,Spring,14.9,0.2,0,66,38,52
5/2/2024,2024,May,35,Spring,14.0,0.9,0,73,39,56
5/3/2024,2024,May,36,Spring,13.1,0.9,0,73,44,58.5
5/4/2024,2024,May,36,Spring,11.9,1.2,0,63,36,49.5
5/5/2024,2024,May,36,Spring,12.8,0.0,0.9,52,36,44
5/6/2024,2024,May,36,Spring,13.0,0.0,0.2,65,36,50.5
5/7/2024,2024,May,36,Spring,13.5,0.0,0.5,64,40,52
5/8/2024,2024,May,36,Spring,12.9,0.6,0,61,37,49
5/9/2024,2024,May,36,Spring,12.3,0.6,0,69,39,54
8/10/2021,2021,Aug,1,Fall,0,0.0,0.0,96,61,78.5
8/11/2021,2021,Aug,1,Fall,0,0.0,0,98,62,80
8/12/2021,2021,Aug,1,Fall,0,0.0,0,99,64,81.5
8/13/2021,2021,Aug,1,Fall,0,0.0,0,98,71,84.5
8/14/2021,2021,Aug,1,Fall,0,0.0,0,101,66,83.5
8/15/2021,2021,Aug,1,Fall,0,0.0,0,100,67,83.5
8/16/2021,2021,Aug,1,Fall,0,0.0,0,102,66,84
8/17/2021,2021,Aug,2,Fall,0,0.0,0,91,63,77
8/18/2021,2021,Aug,2,Fall,0,0.0,0,76,55,65.5
8/19/2021,2021,Aug,2,Fall,0,0.0,0,78,50,64
8/20/2021,2021,Aug,2,Fall,0,0.0,0,86,53,69.5
8/21/2021,2021,Aug,2,Fall,0,0.0,0,82,58,70
8/22/2021,2021,Aug,2,Fall,0,0.0,0,88,51,69.5
8/23/2021,2021,Aug,2,Fall,0,0.0,0,86,53,69.5
8/24/2021,2021,Aug,3,Fall,0,0.0,0,84,52,68
8/25/2021,2021,Aug,3,Fall,0,0.0,0,87,51,69
8/26/2021,2021,Aug,3,Fall,0,0.0,0,88,51,69.5
8/27/2021,2021,Aug,3,Fall,0,0.0,0,89,53,71
8/28/2021,2021,Aug,3,Fall,0,0.0,0,92,52,72
8/29/2021,2021,Aug,3,Fall,0,0.0,0,97,53,75
8/30/2021,2021,Aug,3,Fall,0,0.0,0,96,54,75
8/31/2021,2021,Aug,4,Fall,0,0.0,0,95,53,74
9/1/2021,2021,Sep,4,Fall,0,0.0,0,90,50,70
9/2/2021,2021,Sep,4,Fall,0,0.0,0,87,47,67
9/3/2021,2021,Sep,4,Fall,0,0.0,0,86,51,68.5
9/4/2021,2021,Sep,4,Fall,0,0.0,0,92,49,70.5
9/5/2021,2021,Sep,4,Fall,0,0.0,0,96,51,73.5
9/6/2021,2021,Sep,4,Fall,0,0.0,0,96,53,74.5
9/7/2021,2021,Sep,5,Fall,0,0.0,0,98,57,77.5
9/8/2021,2021,Sep,5,Fall,0,0.0,0,98,59,78.5
9/9/2021,2021,Sep,5,Fall,0,0.0,0,98,64,81
9/10/2021,2021,Sep,5,Fall,0,0.0,0,82,61,71.5
9/11/2021,2021,Sep,5,Fall,0,0.0,0,88,57,72.5
9/12/2021,2021,Sep,5,Fall,0,0.0,0,90,56,73
9/13/2021,2021,Sep,5,Fall,0,0.0,0,88,52,70
9/14/2021,2021,Sep,6,Fall,0,0.0,0,88,52,70
9/15/2021,2021,Sep,6,Fall,0,0.0,0,92,54,73
9/16/2021,2021,Sep,6,Fall,0,0.0,0,85,50,67.5
9/17/2021,2021,Sep,6,Fall,0,0.0,0,88,51,69.5
9/18/2021,2021,Sep,6,Fall,0,0.0,0,81,54,67.5
9/19/2021,2021,Sep,6,Fall,0.1,0.0,0.1,73,52,62.5
9/20/2021,2021,Sep,6,Fall,0,0.1,0,74,45,59.5
9/21/2021,2021,Sep,7,Fall,0,0.0,0,84,45,64.5
9/22/2021,2021,Sep,7,Fall,0,0.0,0,86,48,67
9/23/2021,2021,Sep,7,Fall,0,0.0,0,81,51,66
9/24/2021,2021,Sep,7,Fall,0,0.0,0,85,48,66.5
9/25/2021,2021,Sep,7,Fall,0,0.0,0,89,51,70
9/26/2021,2021,Sep,7,Fall,0,0.0,0,87,51,69
9/27/2021,2021,Sep,7,Fall,0,0.0,0,81,47,64
9/28/2021,2021,Sep,8,Fall,0.1,0.0,0.1,63,45,54
9/29/2021,2021,Sep,8,Fall,0,0.1,0,67,38,52.5
9/30/2021,2021,Sep,8,Fall,0,0.0,0,73,38,55.5
10/1/2021,2021,Oct,8,Fall,0,0.0,0,78,39,58.5
10/2/2021,2021,Oct,8,Fall,0,0.0,0,80,40,60
10/3/2021,2021,Oct,8,Fall,0,0.0,0,83,41,62
10/4/2021,2021,Oct,8,Fall,0,0.0,0,82,45,63.5
10/5/2021,2021,Oct,9,Fall,0,0.0,0,79,45,62
10/6/2021,2021,Oct,9,Fall,0,0.0,0,73,57,65
10/7/2021,2021,Oct,9,Fall,0,0.0,0,68,52,60
10/8/2021,2021,Oct,9,Fall,0.2,0.0,0.2,61,41,51
10/9/2021,2021,Oct,9,Fall,0,0.2,0,62,33,47.5
10/10/2021,2021,Oct,9,Fall,0,0.0,0,69,35,52
10/11/2021,2021,Oct,9,Fall,0.2,0.0,0.2,54,33,43.5
8/10/2022,2022,Aug,10,Fall,0,0.2,0,93,64,78.5
8/11/2022,2022,Aug,10,Fall,0,0.0,0,95,65,80
8/12/2022,2022,Aug,10,Fall,0,0.0,0,96,63,79.5
8/13/2022,2022,Aug,10,Fall,0,0.0,0,96,58,77
8/14/2022,2022,Aug,10,Fall,0,0.0,0,97,60,78.5
8/15/2022,2022,Aug,10,Fall,0,0.0,0,98,60,79
8/16/2022,2022,Aug,10,Fall,0,0.0,0,98,63,80.5
8/17/2022,2022,Aug,11,Fall,0,0.0,0,94,64,79
8/18/2022,2022,Aug,11,Fall,0,0.0,0,86,61,73.5
8/19/2022,2022,Aug,11,Fall,0,0.0,0,92,59,75.5
8/20/2022,2022,Aug,11,Fall,0,0.0,0,97,63,80
8/21/2022,2022,Aug,11,Fall,0,0.0,0,99,64,81.5
8/22/2022,2022,Aug,11,Fall,0,0.0,0,98,61,79.5
8/23/2022,2022,Aug,11,Fall,0,0.0,0,98,57,77.5
8/24/2022,2022,Aug,12,Fall,0,0.0,0,99,65,82
8/25/2022,2022,Aug,12,Fall,0,0.0,0,98,60,79
8/26/2022,2022,Aug,12,Fall,0,0.0,0,96,60,78
8/27/2022,2022,Aug,12,Fall,0,0.0,0,94,58,76
8/28/2022,2022,Aug,12,Fall,0,0.0,0,95,57,76
8/29/2022,2022,Aug,12,Fall,0,0.0,0,96,60,78
8/30/2022,2022,Aug,12,Fall,0,0.0,0,99,66,82.5
8/31/2022,2022,Aug,13,Fall,0,0.0,0,100,64,82
9/1/2022,2022,Sep,13,Fall,0,0.0,0,100,63,81.5
9/2/2022,2022,Sep,13,Fall,0,0.0,0,102,65,83.5
9/3/2022,2022,Sep,13,Fall,0,0.0,0,100,67,83.5
9/4/2022,2022,Sep,13,Fall,0,0.0,0,104,63,83.5
9/5/2022,2022,Sep,13,Fall,0,0.0,0,102,65,83.5
9/6/2022,2022,Sep,13,Fall,0,0.0,0,106,66,86
9/7/2022,2022,Sep,14,Fall,0,0.0,0,104,69,86.5
9/8/2022,2022,Sep,14,Fall,0,0.0,0,101,66,83.5
9/9/2022,2022,Sep,14,Fall,0,0.0,0,90,63,76.5
9/10/2022,2022,Sep,14,Fall,0,0.0,0,90,57,73.5
9/11/2022,2022,Sep,14,Fall,0,0.0,0,92,62,77
9/12/2022,2022,Sep,14,Fall,0,0.0,0,84,63,73.5
9/13/2022,2022,Sep,14,Fall,0,0.0,0,84,61,72.5
9/14/2022,2022,Sep,15,Fall,0,0.0,0,81,52,66.5
9/15/2022,2022,Sep,15,Fall,0,0.0,0,79,53,66
9/16/2022,2022,Sep,15,Fall,0,0.0,0,81,50,65.5
9/17/2022,2022,Sep,15,Fall,0,0.0,0,79,47,63
9/18/2022,2022,Sep,15,Fall,0,0.0,0,72,57,64.5
9/19/2022,2022,Sep,15,Fall,0,0.0,0,67,52,59.5
9/20/2022,2022,Sep,15,Fall,0,0.0,0,64,51,57.5
9/21/2022,2022,Sep,16,Fall,0,0.0,0,60,48,54
9/22/2022,2022,Sep,16,Fall,0,0.0,0,73,42,57.5
9/23/2022,2022,Sep,16,Fall,0,0.0,0,79,45,62
9/24/2022,2022,Sep,16,Fall,0,0.0,0,85,46,65.5
9/25/2022,2022,Sep,16,Fall,0,0.0,0,88,47,67.5
9/26/2022,2022,Sep,16,Fall,0,0.0,0,92,53,72.5
9/27/2022,2022,Sep,16,Fall,0,0.0,0,91,55,73
9/28/2022,2022,Sep,17,Fall,0,0.0,0,85,51,68
9/29/2022,2022,Sep,17,Fall,0,0.0,0,85,52,68.5
9/30/2022,2022,Sep,17,Fall,0,0.0,0,78,47,62.5
10/1/2022,2022,Oct,17,Fall,0,0.0,0,78,45,61.5
10/2/2022,2022,Oct,17,Fall,0,0.0,0,81,46,63.5
10/3/2022,2022,Oct,17,Fall,0,0.0,0,83,47,65
10/4/2022,2022,Oct,17,Fall,0,0.0,0,83,46,64.5
10/5/2022,2022,Oct,18,Fall,0,0.0,0,84,47,65.5
10/6/2022,2022,Oct,18,Fall,0,0.0,0,86,46,66
10/7/2022,2022,Oct,18,Fall,0,0.0,0,86,46,66
10/8/2022,2022,Oct,18,Fall,0,0.0,0,85,45,65
10/9/2022,2022,Oct,18,Fall,0,0.0,0,83,47,65
10/10/2022,2022,Oct,18,Fall,0,0.0,0,84,52,68
10/11/2022,2022,Oct,18,Fall,0,0.0,0,82,47,64.5
8/10/2023,2023,Aug,19,Fall,0.1,0.0,0.1,94,56,75
8/11/2023,2023,Aug,19,Fall,0.2,0.0,0.1,94,61,77.5
8/12/2023,2023,Aug,19,Fall,0.1,0.1,0,97,65,81
8/13/2023,2023,Aug,19,Fall,0.1,0.0,0,97,66,81.5
8/14/2023,2023,Aug,19,Fall,0.1,0.0,0,89,63,76
8/15/2023,2023,Aug,19,Fall,0.2,0.0,0.1,94,60,77
8/16/2023,2023,Aug,19,Fall,0.2,0.0,0,98,64,81
8/17/2023,2023,Aug,20,Fall,0.3,0.0,0.1,94,67,80.5
8/18/2023,2023,Aug,20,Fall,0.3,0.0,0,91,64,77.5
8/19/2023,2023,Aug,20,Fall,0.4,0.0,0.1,94,63,78.5
8/20/2023,2023,Aug,20,Fall,0.4,0.0,0,71,61,66
8/21/2023,2023,Aug,20,Fall,0.4,0.0,0,77,60,68.5
8/22/2023,2023,Aug,20,Fall,0.5,0.0,0.1,80,57,68.5
8/23/2023,2023,Aug,20,Fall,0.4,0.1,0,85,56,70.5
8/24/2023,2023,Aug,21,Fall,0.4,0.0,0,92,59,75.5
8/25/2023,2023,Aug,21,Fall,0.4,0.0,0,92,63,77.5
8/26/2023,2023,Aug,21,Fall,0.4,0.0,0,92,61,76.5
8/27/2023,2023,Aug,21,Fall,0.3,0.1,0,94,59,76.5
8/28/2023,2023,Aug,21,Fall,0.3,0.0,0,97,60,78.5
8/29/2023,2023,Aug,21,Fall,0.3,0.0,0,91,58,74.5
8/30/2023,2023,Aug,21,Fall,0.4,0.0,0.1,90,55,72.5
8/31/2023,2023,Aug,22,Fall,0.4,0.0,0,89,55,72
9/1/2023,2023,Sep,22,Fall,0.4,0.0,0,76,55,65.5
9/2/2023,2023,Sep,22,Fall,0.5,0.0,0.1,66,55,60.5
9/3/2023,2023,Sep,22,Fall,0.5,0.0,0,65,52,58.5
9/4/2023,2023,Sep,22,Fall,0.5,0.0,0,75,47,61
9/5/2023,2023,Sep,22,Fall,0.4,0.1,0,83,54,68.5
9/6/2023,2023,Sep,22,Fall,0,0.4,0,85,56,70.5
9/7/2023,2023,Sep,23,Fall,0,0.0,0,88,56,72
9/8/2023,2023,Sep,23,Fall,0,0.0,0,88,53,70.5
9/9/2023,2023,Sep,23,Fall,0,0.0,0,90,54,72
9/10/2023,2023,Sep,23,Fall,0,0.0,0,89,56,72.5
9/11/2023,2023,Sep,23,Fall,0,0.0,0,89,57,73
9/12/2023,2023,Sep,23,Fall,0,0.0,0,87,55,71
9/13/2023,2023,Sep,23,Fall,0,0.0,0,85,57,71
9/14/2023,2023,Sep,24,Fall,0,0.0,0,85,56,70.5
9/15/2023,2023,Sep,24,Fall,0,0.0,0,87,50,68.5
9/16/2023,2023,Sep,24,Fall,0,0.0,0,88,57,72.5
9/17/2023,2023,Sep,24,Fall,0,0.0,0,89,55,72
9/18/2023,2023,Sep,24,Fall,0,0.0,0,86,57,71.5
9/19/2023,2023,Sep,24,Fall,0.1,0.0,0.1,85,53,69
9/20/2023,2023,Sep,24,Fall,0,0.1,0,83,53,68
9/21/2023,2023,Sep,25,Fall,0,0.0,0,64,46,55
9/22/2023,2023,Sep,25,Fall,0.1,0.0,0.1,71,41,56
9/23/2023,2023,Sep,25,Fall,0,0.1,0,79,44,61.5
9/24/2023,2023,Sep,25,Fall,0,0.0,0,83,44,63.5
9/25/2023,2023,Sep,25,Fall,0,0.0,0,79,45,62
9/26/2023,2023,Sep,25,Fall,0,0.0,0,81,54,67.5
9/27/2023,2023,Sep,25,Fall,0,0.0,0,82,46,64
9/28/2023,2023,Sep,26,Fall,0.1,0.0,0.1,78,47,62.5
9/29/2023,2023,Sep,26,Fall,0,0.1,0,77,46,61.5
9/30/2023,2023,Sep,26,Fall,0,0.0,0,62,48,55
10/1/2023,2023,Oct,26,Fall,0.3,0.0,0.3,55,47,51
10/2/2023,2023,Oct,26,Fall,0.2,0.1,0,65,47,56
10/3/2023,2023,Oct,26,Fall,0.1,0.1,0,70,47,58.5
10/4/2023,2023,Oct,26,Fall,0.1,0.0,0,73,45,59
10/5/2023,2023,Oct,27,Fall,0.1,0.0,0,78,45,61.5
10/6/2023,2023,Oct,27,Fall,0.1,0.0,0,82,46,64
10/7/2023,2023,Oct,27,Fall,0,0.1,0,86,48,67
10/8/2023,2023,Oct,27,Fall,0,0.0,0,88,48,68
10/9/2023,2023,Oct,27,Fall,0,0.0,0,77,52,64.5
10/10/2023,2023,Oct,27,Fall,0.1,0.0,0.1,73,44,58.5
10/11/2023,2023,Oct,27,Fall,0.1,0.0,0,61,43,52
8/10/2024,2024,Aug,28,Fall,0.2,0.0,0.1,99,62,80.5
8/11/2024,2024,Aug,28,Fall,0.2,0.0,0,95,61,78
8/12/2024,2024,Aug,28,Fall,0.2,0.0,0,92,57,74.5
8/13/2024,2024,Aug,28,Fall,0.2,0.0,0,89,54,71.5
8/14/2024,2024,Aug,28,Fall,0.2,0.0,0,90,56,73
8/15/2024,2024,Aug,28,Fall,0.2,0.0,0,89,55,72
8/16/2024,2024,Aug,28,Fall,0.2,0.0,0,91,57,74
8/17/2024,2024,Aug,29,Fall,0.2,0.0,0,88,58,73
8/18/2024,2024,Aug,29,Fall,0.3,0.0,0.1,89,53,71
8/19/2024,2024,Aug,29,Fall,0.2,0.1,0,92,55,73.5
8/20/2024,2024,Aug,29,Fall,0.2,0.0,0,90,58,74
8/21/2024,2024,Aug,29,Fall,0.2,0.0,0,89,55,72
8/22/2024,2024,Aug,29,Fall,0.2,0.0,0,87,54,70.5
8/23/2024,2024,Aug,29,Fall,0.3,0.0,0.1,69,56,62.5
8/24/2024,2024,Aug,30,Fall,0.3,0.0,0,57,45,51
8/25/2024,2024,Aug,30,Fall,0.6,0.0,0.3,72,41,56.5
8/26/2024,2024,Aug,30,Fall,0.4,0.2,0,83,48,65.5
8/27/2024,2024,Aug,30,Fall,0.3,0.1,0,92,50,71
8/28/2024,2024,Aug,30,Fall,0.3,0.0,0,92,57,74.5
8/29/2024,2024,Aug,30,Fall,0.3,0.0,0,93,59,76
8/30/2024,2024,Aug,30,Fall,0.3,0.0,0,95,55,75
8/31/2024,2024,Aug,31,Fall,0.2,0.1,0,95,57,76
9/1/2024,2024,Sep,31,Fall,0.2,0.0,0,95,59,77
9/2/2024,2024,Sep,31,Fall,0.2,0.0,0,90,64,77
9/3/2024,2024,Sep,31,Fall,0.3,0.0,0.1,91,54,72.5
9/4/2024,2024,Sep,31,Fall,0.3,0.0,0,91,55,73
